Topics,Title,Summary,Wiki_url
Cars,Cars (soundtrack),"Cars: Original Soundtrack is the soundtrack album to the 2006 Disney/Pixar film of the same name. Released by Walt Disney Records on June 6, 2006, nine songs from the soundtrack are from popular and contemporary artists. The styles of these songs vary between pop, blues, country, and rock.  The remaining eleven pieces are orchestral scores composed and conducted by Randy Newman. The soundtrack was released three days before the film's release into theaters. It was also the fifth Pixar film not to be scored by Michael Giacchino or Thomas Newman. On November 25, 2006, the soundtrack's position on the Billboard 200 shot up from #126 to #47, with a 209% sales increase of 25,000 units. This was most likely due to the holiday season and the fact that Cars was released on DVD.  This was the first Pixar soundtrack to ever achieve Gold Certification in the United States. It is now Platinum in the U.S.",https://en.wikipedia.org/wiki/Cars_(soundtrack)
Cars,CARS Tour,"The zMAX CARS Tour (formerly known as the USARacing Pro Cup Series, USAR Hooters Pro Cup Series, CARS Pro Cup Series, Rev-Oil Pro Cup Series, CARS X1-R Pro Cup Series) and the SPEARS CARS Tour West are a pair of stock car auto racing series in the United States.  They are sanctioned by the Championship Auto Racing Series and sponsored by zMAX and SPEARS Manufacturing. The series competes in the United States, on paved short tracks in Arizona, California, Colorado, Georgia, Nevada, North Carolina, South Carolina, and Virginia.",https://en.wikipedia.org/wiki/CARS_Tour
Cars,List of Cars characters,"Cars is a media franchise including the 2006 film Cars, the 2011 film Cars 2, the 2017 film Cars 3, the 2022 series Cars on the Road, the 2013 film Planes, and the 2014 film Planes: Fire & Rescue. This page is a list of characters that have appeared in the franchise.

",https://en.wikipedia.org/wiki/List_of_Cars_characters
Cars,The Cars (album),"The Cars is the debut studio album by American rock band the Cars, released on June 6, 1978, by Elektra Records. The album was produced by longtime collaborator Roy Thomas Baker, and spawned several hit singles, including ""Just What I Needed"", ""My Best Friend's Girl"", and ""Good Times Roll"", as well as other radio and film hits such as ""Bye Bye Love"" and ""Moving in Stereo"". The Cars peaked at number 18 on the US Billboard 200 chart, and has been certified 6× Platinum by the Recording Industry Association of America (RIAA).

",https://en.wikipedia.org/wiki/The_Cars_(album)
Cars,Bumper cars,"Bumper cars or dodgems are the generic names for a type of flat amusement ride consisting of multiple small electrically powered cars which draw power from the floor or ceiling, and which are turned on and off remotely by an operator. They are also known as bumping cars, dodging cars and dashing cars. The first patent for them was filed in 1921.",https://en.wikipedia.org/wiki/Bumper_cars
Cars,Dinan Cars,"Dinan Cars is a company specializing in the design and manufacturing of aftermarket performance parts for BMW automobiles. The company was founded in 1979 by Steve Dinan, and is headquartered in Opelika, Alabama.
Its performance parts are marketed through a network of authorized BMW dealers, independent auto repair shops, and their website. Dinan-modified vehicles retain factory warranty coverage and qualify for BMW's Certified Pre-Owned program. 180 locations in the United States sell Dinan parts or cars, including 150 BMW dealerships.
Until 2006, Dinan designed and manufactured performance parts for the Mini Cooper line. In addition, Dinan has had a history of building BMW racing engines for teams competing in the Grand-Am Rolex Sports Car Series Daytona Prototype class up until 2013.",https://en.wikipedia.org/wiki/Dinan_Cars
Cars,AC Cars,"AC Cars, originally incorporated as  Auto Carriers Ltd., is a British specialist automobile manufacturer and one of the oldest independent car makers founded in Britain. As a result of bad financial conditions over the years, the company was renamed or liquidated many times until its latest form. In 2022, the new corporate structure began the production of new AC Cobra models, with a slightly modified structure to adapt it to modern safety and technology requirements and obtain the European road homologation certificate.",https://en.wikipedia.org/wiki/AC_Cars
Cars,Ferrari,"Ferrari S.p.A. (; Italian: [ferˈraːri]) is an Italian luxury sports car manufacturer based in Maranello. Founded in 1939 by Enzo Ferrari (1898–1988), the company built its first car in 1940, adopted its current name in 1945, and began to produce its current line of road cars in 1947. Ferrari became a public company in 1960, and from 1963 to 2014 it was a subsidiary of Fiat S.p.A. It was spun off from Fiat's successor entity, Fiat Chrysler Automobiles, in 2016. The company currently offers a large model range which includes several supercars, grand tourers, and one SUV. Many early Ferraris, dating to the 1950s and 1960s, count among the most expensive cars ever sold at auction. 
Throughout its history, the company has been noted for its continued participation in racing, especially in Formula One, where its team, Scuderia Ferrari, is the series' single oldest and most successful. Scuderia Ferrari has raced since 1929, first in Grand Prix events and later in Formula One, where it holds many records. Historically, Ferrari was also highly active in sports car racing, where its cars took many wins in races such as the Mille Miglia, Targa Florio and 24 Hours of Le Mans, as well as several overall victories in the World Sportscar Championship. Scuderia Ferrari fans, commonly called tifosi, are known for their passion and loyalty to the team.
Ferrari is one of the world's strongest brands, and it maintains a brand image built around racing heritage, luxury, and exclusivity. As of May 2023, Ferrari is also one of the largest car manufacturers by market capitalisation, with a value of approximately US$85.5 billion.",https://en.wikipedia.org/wiki/Ferrari
Cars,Used Cars,"Used Cars is a 1980 American satirical black comedy film co-written and directed by Robert Zemeckis. The story follows Rudy Russo (Kurt Russell), a devious salesman, working for affable, but monumentally unsuccessful used-car dealer Luke Fuchs (Jack Warden). Luke's principal rival, located directly across the street, is his more prosperous brother, Roy L. Fuchs (also played by Warden), who is scheming to take over Luke's lot. The film also stars Deborah Harmon and Gerrit Graham, and the supporting cast includes Frank McRae, David L. Lander, Michael McKean, Joe Flaherty, Al Lewis, Dub Taylor, Harry Northup, Dick Miller, and Betty Thomas.
Steven Spielberg and John Milius acted as executive producers on the project, while the original musical score was composed by Patrick Williams. Filmed primarily in Mesa, Arizona, the film was released on July 11, 1980.
Although  a modest  box-office success at the time, it has since developed cult film status due to its dark, cynical humor and the Zemeckis style. It was marketed with the tagline, ""Like new, great looking, and fully loaded with laughs.""

",https://en.wikipedia.org/wiki/Used_Cars
Cars,Z-Cars,"Z-Cars or Z Cars (pronounced ""zed cars"") was a British television police procedural series centred on the work of mobile uniformed police and CID detectives in the fictional town of Newtown, based on Kirkby, near Liverpool. Produced by the BBC, it debuted in January 1962 and ran until September 1978.
The series differed sharply from earlier police procedurals. With its less-usual Northern England setting, it injected a new element of harsh realism into the image of the police, which some found unwelcome.
Z-Cars ran for 801 episodes, of which fewer than half have survived. Regular stars included: Stratford Johns (Detective Inspector Barlow), Frank Windsor (Det. Sgt. Watt), James Ellis (Bert Lynch) and Brian Blessed (""Fancy"" Smith). Barlow and Watt were later spun into a separate series Softly, Softly.

",https://en.wikipedia.org/wiki/Z-Cars
